timestamp,open,high,low,close,volume,ma5,ma10,ma30,ma60,bb_bbm,bb_bbh,bb_bbl
2023-03-04,22342.8,22400.0,22147.5,22335.7,175309.211,22977.0,23216.09,23219.373333333333,22019.978333333333,23546.129999999997,25269.89577190747,21822.364228092523
2023-03-05,22335.8,22650.0,22174.9,22419.4,282261.745,22834.96,23065.15,23185.863333333335,22112.933333333334,23578.79,25187.322148139967,21970.257851860035
2023-03-06,22419.3,22594.5,22240.1,22397.1,298976.397,22590.420000000002,22987.3,23155.01333333333,22205.821666666663,23589.275,25163.76569717791,22014.784302822092
2023-03-07,22397.1,22550.0,21908.0,22187.1,548494.099,22336.42,22891.39,23130.27666666667,22293.210000000003,23482.0,25129.93864812977,21834.06135187023
2023-03-08,22187.1,22276.4,21540.5,21695.4,547867.967,22206.94,22706.4,23094.866666666665,22372.525,23390.44,25212.570328379334,21568.309671620664
2023-03-09,21695.3,21823.0,20003.5,20348.3,951903.36,21809.46,22393.23,22998.673333333332,22426.251666666663,23178.78,25348.608906250392,21008.951093749605
2023-03-10,20348.4,20351.8,19521.6,20140.3,1238135.265,21353.64,22094.3,22904.820000000003,22475.761666666665,22953.95,25388.536766167883,20519.36323383212
2023-03-11,20140.3,20674.5,19752.5,20447.3,753479.558,20963.68,21777.05,22859.95,22526.07,22763.02,25350.260218147476,20175.779781852525
2023-03-12,20447.3,22184.0,20262.2,21986.2,881522.402,20923.5,21629.96,22872.20333333333,22593.57833333333,22619.835,25040.88444292755,20198.78555707245
2023-03-13,21986.2,24517.2,21804.0,24119.5,1534982.176,21408.32,21807.63,22947.81,22681.603333333333,22603.64,24979.592956941655,20227.687043058344
2023-03-14,24119.5,26489.9,23951.0,24682.5,1572562.635,22275.159999999996,22042.31,23044.85666666667,22760.908333333333,22629.2,25081.822964093706,20176.577035906295
2023-03-15,24682.5,25200.0,23888.0,24288.0,1102056.429,23104.7,22229.170000000002,23128.916666666668,22816.32833333333,22647.159999999996,25142.475734250835,20151.844265749158
2023-03-16,24287.9,25167.9,24120.5,24990.4,735446.946,24013.32,22488.5,23222.35,22884.789999999997,22737.9,25427.875947104327,20047.924052895676
2023-03-17,24990.5,27763.4,24875.3,27384.0,1341159.064,25092.88,23008.19,23324.06333333333,22988.051666666663,22949.79,26317.324464797624,19582.255535202377
2023-03-18,27383.9,27726.4,26555.5,26907.0,740232.316,25650.38,23529.35,23436.743333333332,23084.32,23117.875,26897.855670254787,19337.894329745213
2023-03-19,26907.0,28397.0,26815.9,27955.7,759367.078,26305.02,24290.090000000004,23549.216666666667,23205.58166666667,23341.66,27670.934558814653,19012.385441185346
2023-03-20,27955.8,28483.2,27120.6,27704.1,937223.448,26988.24,25046.469999999998,23651.456666666665,23316.178333333333,23570.385000000002,28295.905115828504,18844.8648841715
2023-03-21,27704.1,28460.0,27288.0,28091.1,685487.714,27608.379999999997,25810.85,23778.963333333333,23406.678333333333,23793.95,28914.252684607603,18673.647315392398
2023-03-22,28091.1,28881.0,26590.0,27233.8,1080393.27,27578.339999999997,26335.609999999997,23858.42666666667,23480.876666666667,23982.785,29313.702835898413,18651.867164101586
2023-03-23,27233.8,28777.0,27101.0,28284.1,808174.047,27853.76,26752.07,23986.45,23573.868333333332,24279.85,29868.0560182137,18691.643981786296
2023-03-24,28284.0,28369.1,26960.0,27438.9,696075.37,27750.4,27027.71,24095.37,23649.298333333336,24535.010000000002,30210.183612815723,18859.83638718428
2023-03-25,27439.0,27788.0,27131.8,27447.3,335674.055,27699.039999999997,27343.639999999996,24212.653333333332,23729.629999999997,24786.405,30509.684062381973,19063.125937618024
2023-03-26,27447.2,28186.9,27400.0,27954.3,399756.985,27671.68,27640.03,24371.943333333336,23811.191666666666,25064.265,30835.959255337846,19292.570744662153
2023-03-27,27954.3,28019.4,26480.0,27112.0,642434.822,27647.32,27612.829999999998,24504.136666666665,23879.693333333333,25310.510000000002,30989.6768592849,19631.343140715104
2023-03-28,27112.0,27500.0,26610.0,27249.7,585080.772,27440.440000000002,27647.1,24627.616666666665,23949.38833333333,25588.225,31072.996758195586,20103.45324180441
2023-03-29,27249.7,28649.9,27223.6,28338.5,655852.971,27620.359999999997,27685.379999999997,24789.566666666666,24038.09833333333,25987.735,31034.092893877514,20941.377106122487
2023-03-30,28338.6,29184.8,27654.1,28015.0,770966.1,27733.9,27716.47,24952.41333333333,24109.34333333333,26381.47,30720.71883504045,22042.221164959552
2023-03-31,28015.0,28675.3,27500.0,28454.9,611557.29,27834.02,27752.85,25113.583333333332,24203.260000000002,26781.85,30246.646032957768,23317.05396704223
2023-04-01,28454.8,28845.3,28180.0,28443.8,256487.222,28100.379999999997,27873.85,25279.806666666667,24292.0,27104.73,29850.73971382111,24358.72028617889
2023-04-02,28443.7,28516.5,27820.0,28161.2,316658.67,28282.68,27861.559999999998,25473.753333333334,24365.853333333333,27306.815000000002,29718.8933778932,24894.736622106804
2023-04-03,28161.3,28540.0,27166.0,27786.1,741665.563,28172.2,27896.28,25655.433333333334,24437.403333333332,27461.995000000003,29557.30780478593,25366.682195214074
2023-04-04,27786.1,28450.0,27650.2,28155.2,432370.612,28200.239999999998,27967.07,25846.626666666667,24516.245000000003,27655.355,29179.179522016846,26131.530477983153
2023-04-05,28155.1,28800.0,27775.0,28154.0,543712.838,28140.059999999998,27987.04,26038.523333333334,24596.768333333333,27813.534999999996,28736.188705948156,26890.881294051836
2023-04-06,28154.0,28175.0,27684.2,28022.8,355916.782,28055.859999999997,28078.120000000003,26233.046666666665,24681.661666666667,27845.475,28750.498486711735,26940.451513288263
2023-04-07,28022.9,28096.0,27755.0,27890.7,219250.178,28001.76,28142.22,26439.556666666667,24767.21166666667,27894.659999999996,28690.683146397052,27098.63685360294
2023-04-08,27890.7,28153.6,27850.1,27924.9,159129.56,28029.52,28100.859999999997,26692.11,24845.391666666666,27893.120000000003,28688.7839230227,27097.456076977305
2023-04-09,27924.9,28539.1,27762.8,28309.4,305861.88,28060.359999999997,28130.3,26964.41333333333,24934.616666666665,27923.385,28733.896747663082,27112.873252336914
2023-04-10,28309.4,29840.0,28153.6,29623.1,580061.925,28354.18,28247.120000000003,27270.273333333334,25065.111666666668,27999.984999999997,29098.001213495892,26901.9687865041
2023-04-11,29623.1,30564.0,29573.9,30185.1,628978.491,28786.640000000003,28421.25,27543.57,25207.88666666667,28147.55,29546.147694120744,26748.952305879255
2023-04-12,30185.1,30480.0,29620.0,29875.0,563668.43,29183.5,28592.629999999997,27735.42,25341.615,28227.094999999994,29815.759030530004,26638.430969469984
2023-04-13,29874.9,30648.9,29836.7,30362.7,436182.494,29671.059999999998,28850.29,27924.76,25484.808333333334,28373.285000000003,30169.469514213357,26577.10048578665
2023-04-14,30362.7,31059.0,29925.0,30453.1,615391.615,30099.8,29080.079999999998,28130.26333333333,25629.59,28523.575,30480.502928028996,26566.647071971005
2023-04-15,30453.0,30599.9,30186.0,30280.4,180234.082,30231.26,29292.72,28306.596666666668,25764.473333333335,28639.879999999997,30720.248119924894,26559.5118800751
2023-04-16,30280.4,30560.0,30102.0,30286.6,210226.019,30251.559999999998,29519.1,28403.35,25863.706666666665,28798.609999999997,30872.88205438434,26724.337945615654
2023-04-17,30286.6,30307.4,29219.9,29420.0,455518.548,30160.559999999998,29672.03,28487.116666666665,25961.929999999997,28907.125,30870.006352374574,26944.243647625426
2023-04-18,29420.1,30480.0,29078.1,30365.8,533189.27,30161.18,29916.120000000003,28567.45333333333,26058.335,29008.49,31051.204719093155,26965.775280906848
2023-04-19,30365.8,30410.0,28557.3,28795.1,643866.11,29829.579999999998,29964.690000000002,28603.82,26127.638333333332,29047.495000000003,31042.062734096748,27052.927265903258
2023-04-20,28795.0,29078.0,27983.0,28229.9,639179.286,29419.48,29825.370000000003,28608.446666666667,26193.704999999998,29036.245000000003,31046.531732259813,27025.958267740192
2023-04-21,28229.9,28368.9,27100.0,27252.5,687832.833,28812.659999999996,29532.110000000004,28609.07,26233.748333333333,28976.680000000004,31119.8579717046,26833.502028295406
2023-04-22,27252.6,27888.0,27126.0,27807.2,345549.021,28490.1,29325.329999999998,28593.173333333332,26289.811666666665,28958.98,31134.40957284299,26783.55042715701
2023-04-23,27807.2,27807.3,27279.7,27576.0,332082.355,27932.140000000003,29046.659999999996,28597.743333333332,26346.556666666664,28948.475,31148.34991542129,26748.600084578706
2023-04-24,27575.9,28000.0,26919.3,27497.5,581268.268,27672.620000000003,28751.1,28599.416666666668,26406.034999999996,28915.590000000004,31180.613751663514,26650.566248336494
2023-04-25,27497.4,28379.9,27176.6,28286.7,508254.515,27683.98,28551.73,28610.496666666666,26491.220000000005,28922.225,31179.048689059433,26665.401310940564
2023-04-26,28286.7,30048.2,27200.0,28395.9,1284924.668,27912.660000000003,28362.659999999996,28653.293333333335,26578.715,28940.879999999997,31173.69697915432,26708.063020845675
2023-04-27,28396.0,29898.0,28365.3,29459.0,952584.739,28243.02,28366.559999999998,28726.93666666667,26677.27666666667,29019.295000000002,31208.81322872061,26829.776771279394
2023-04-28,29459.0,29591.1,28870.0,29300.0,508350.155,28587.82,28259.98,28758.98666666667,26774.27666666667,29088.05,31221.427615425786,26954.672384574213
2023-04-29,29300.0,29443.9,29000.4,29212.7,218013.244,28930.859999999997,28301.74,28798.91,26875.661666666667,29133.215000000004,31236.780758682107,27029.6492413179
2023-04-30,29212.7,29950.0,29067.4,29223.0,417798.846,29118.120000000003,28401.05,28824.513333333332,26969.048333333332,29113.210000000003,31205.338798042758,27021.081201957248
2023-05-01,29223.0,29325.5,27650.0,28054.4,624974.488,29049.82,28481.24,28811.533333333333,27045.670000000002,29006.675,31086.586097018288,26926.76390298171
2023-05-02,28054.5,28888.0,27854.0,28656.5,513546.269,28889.32,28566.170000000002,28828.043333333335,27150.898333333334,28945.75,30991.455158130033,26900.044841869967
2023-05-03,28656.4,29258.4,28080.0,29018.4,676466.23,28833.0,28710.409999999996,28869.120000000003,27262.27666666667,28878.534999999996,30819.242168302273,26937.82783169772
2023-05-04,29018.4,29380.0,28660.0,28826.0,426425.584,28755.659999999996,28843.26,28891.48,27369.053333333333,28797.18,30598.449209862825,26995.910790137175
2023-05-05,28826.0,29693.0,28618.3,29491.5,578485.177,28809.359999999997,28963.74,28936.063333333335,27487.293333333335,28757.734999999997,30459.138794841143,27056.33120515885
2023-05-06,29491.5,29840.0,28333.0,28837.8,475628.901,28966.04,29007.93,28963.23,27598.138333333332,28685.295000000002,30236.933199420168,27133.656800579836
2023-05-07,28837.9,29137.0,28370.0,28419.4,308410.643,28918.620000000003,28903.97,28980.853333333333,27710.205,28635.265000000003,30153.076200742657,27117.45379925735
2023-05-08,28419.5,28624.6,27250.0,27659.8,658188.777,28646.9,28739.95,28972.016666666666,27832.063333333335,28499.964999999997,29849.736312889654,27150.19368711034
2023-05-09,27659.8,27815.6,27316.8,27610.2,367664.686,28403.74,28579.7,28948.710000000003,27956.561666666665,28440.72,29836.69927434467,27044.74072565533
2023-05-10,27610.2,28297.0,26666.6,27582.9,722502.676,28022.02,28415.690000000002,28880.70333333333,28075.488333333335,28408.369999999995,29851.57963841012,26965.16036158987
2023-05-11,27583.0,27630.0,26688.8,26956.4,538822.363,27645.74,28305.889999999996,28773.08,28158.325,28393.564999999995,29889.029340296973,26898.100659703017
2023-05-12,26956.4,27090.0,25751.0,26785.1,615645.508,27318.879999999997,28118.75,28670.083333333332,28202.751666666667,28342.46,29977.890786551325,26707.029213448674
2023-05-13,26785.2,27051.5,26674.9,26762.7,242694.929,27139.460000000003,27893.18,28550.083333333332,28237.42166666667,28301.795000000002,30048.121267883496,26555.468732116507
2023-05-14,26762.8,27200.0,26557.0,26901.9,247579.427,26997.8,27700.77,28431.710000000003,28280.986666666668,28272.015000000003,30090.99030304837,26453.039696951637
2023-05-15,26901.9,27650.0,26694.4,27152.5,450263.076,26911.72,27466.870000000003,28327.446666666667,28317.021666666667,28215.305000000004,30098.50087242005,26332.10912757996
2023-05-16,27152.5,27284.7,26832.0,27024.8,373172.951,26925.4,27285.57,28218.720000000005,28311.035,28146.75,30097.27943120577,26196.22056879423
2023-05-17,27024.7,27500.0,26527.5,27395.8,490065.218,27047.54,27183.210000000003,28151.246666666666,28319.181666666667,28043.590000000004,29922.52115563076,26164.65884436925
2023-05-18,27395.7,27482.7,26335.3,26809.3,544971.979,27056.859999999997,27098.159999999996,28032.696666666667,28300.075,27919.055,29778.444030273098,26059.665969726902
2023-05-19,26809.4,27180.0,26611.2,26870.1,324097.956,27050.5,27024.15,27968.530000000002,28286.175,27801.925,29615.156275789148,25988.69372421085
2023-05-20,26870.1,27144.4,26813.5,27089.5,137515.354,27037.9,26974.809999999998,27930.516666666666,28269.481666666667,27695.25,29409.866132549778,25980.633867450222
2023-05-21,27089.6,27288.0,26642.0,26732.8,238776.425,26979.5,26952.45,27913.193333333336,28261.131666666664,27629.170000000002,29384.705950187286,25873.634049812717
2023-05-22,26732.8,27097.8,26500.0,26840.2,328030.52,26868.379999999997,26957.96,27880.960000000003,28237.066666666666,27538.355,29259.497167835063,25817.212832164936
2023-05-23,26840.2,27527.5,26782.6,27209.9,369176.618,26948.5,27002.68,27868.756666666668,28233.25,27447.93,29033.203962569245,25862.656037430756
2023-05-24,27209.9,27212.9,26060.0,26313.8,535191.677,26837.24,26943.869999999995,27829.3,28214.358333333334,27322.32,28847.907373571245,25796.732626428755
2023-05-25,26313.9,26644.0,25850.0,26461.8,394535.225,26711.7,26874.8,27768.469999999998,28189.483333333334,27170.835000000003,28371.94139541218,25969.728604587825
2023-05-26,26461.7,26925.0,26313.9,26689.9,324475.546,26703.120000000003,26841.309999999998,27711.603333333333,28182.448333333337,27063.439999999995,28005.261140981682,26121.61885901831
2023-05-27,26689.8,26890.0,26528.6,26841.6,163681.935,26703.4,26785.890000000003,27624.356666666667,28175.646666666667,26984.55,27694.65536260477,26274.444637395227
2023-05-28,26841.6,28252.8,26746.0,28055.7,440115.394,26872.559999999998,26910.53,27582.879999999997,28170.933333333334,27004.345,27804.946155320213,26203.74384467979
2023-05-29,28055.8,28442.0,27513.5,27722.0,411290.549,27154.2,26995.72,27533.19,28166.05,27009.934999999998,27828.733449619962,26191.136550380033
2023-05-30,27722.1,28038.6,27530.0,27680.1,334379.313,27397.859999999997,27054.78,27481.760000000002,28153.136666666665,27014.795000000002,27848.16338786941,26181.426612130595
2023-05-31,27680.0,27825.0,26826.0,27201.1,471381.89,27500.1,27101.609999999997,27453.316666666666,28132.425,27027.03,27863.788032169425,26190.271967830573
2023-06-01,27201.1,27347.9,26600.0,26805.3,404787.572,27492.839999999997,27098.120000000003,27391.609999999997,28109.826666666664,27028.039999999997,27863.67552916331,26192.404470836686
2023-06-02,26805.3,27290.0,26477.6,27227.8,391110.093,27327.26,27099.909999999996,27331.923333333332,28100.521666666667,27051.295000000002,27881.97141467665,26220.618585323355
2023-06-03,27227.8,27340.2,26900.0,27054.9,182464.1,27193.840000000004,27174.02,27272.886666666665,28082.183333333334,27058.945,27886.790421500926,26231.099578499074
2023-06-04,27054.9,27460.0,26935.3,27102.4,218271.544,27078.3,27238.079999999998,27193.25,28064.656666666666,27056.440000000002,27883.440666021528,26229.439333978476
2023-06-05,27102.4,27125.0,25360.1,25714.7,700502.548,26781.02,27140.559999999998,27089.146666666667,28026.188333333335,26990.935000000005,28004.15733942016,25977.71266057985
2023-06-06,25714.6,27358.1,25321.6,27221.5,731445.649,26864.26,27178.55,27049.216666666667,28015.034999999996,26982.22,27984.30014370112,25980.139856298883
2023-06-07,27221.5,27394.4,26111.0,26325.9,660044.537,26683.880000000005,27005.57,27004.753333333334,27988.385000000002,26958.05,27998.241704446853,25917.858295553146
2023-06-08,26325.9,26800.0,26195.4,26485.9,333104.839,26570.079999999998,26881.96,26967.27666666667,27957.993333333336,26938.840000000004,27998.821494932843,25878.858505067165
2023-06-09,26486.0,26775.0,26236.0,26468.1,283719.198,26443.22,26760.76,26930.116666666665,27905.41,26907.77,27984.561034695245,25830.978965304756
2023-06-10,26468.2,26525.0,25300.0,25826.6,608917.569,26465.6,26623.310000000005,26892.456666666665,27832.76833333333,26862.460000000003,28036.73840038045,25688.181599619555
2023-06-11,25826.6,26199.0,25621.3,25909.9,279365.563,26203.28,26533.77,26863.283333333333,27766.683333333334,26815.945,28061.597515712172,25570.292484287827
2023-06-12,25910.0,26097.7,25600.0,25894.8,298900.468,26117.06,26400.47,26834.353333333336,27692.218333333334,26750.190000000002,28043.641515751588,25456.738484248417
2023-06-13,25894.8,26430.5,25708.0,25918.0,434536.754,26003.48,26286.78,26801.556666666664,27616.633333333335,26730.4,28061.516463725122,25399.28353627488
2023-06-14,25918.0,26099.3,24796.8,25115.9,464681.602,25733.04,26088.129999999997,26733.67,27530.558333333334,26663.105,28166.650619494158,25159.55938050584
2023-06-15,25115.9,25750.0,24777.0,25586.1,473971.375,25684.94,26075.27,26685.71333333333,27452.216666666667,26607.915,28182.81501114359,25033.014988856412
2023-06-16,25586.0,26526.9,25142.1,26336.0,533144.956,25770.16,25986.72,26650.38666666667,27400.816666666666,26582.635,28157.95069823324,25007.319301766758
2023-06-17,26335.9,26900.0,26170.8,26508.9,305738.396,25892.98,26005.019999999997,26640.373333333333,27336.535,26505.295000000002,27928.248589510244,25082.34141048976
2023-06-18,26508.8,26709.4,26230.9,26329.7,241977.484,25975.32,25989.4,26622.36,27295.445,26435.68,27745.452665159908,25125.907334840093
2023-06-19,26329.6,27077.0,26241.2,26828.5,400533.758,26317.840000000004,26025.44,26613.66,27272.088333333333,26393.1,27588.674126518337,25197.52587348166
2023-06-20,26828.6,28397.8,26633.9,28290.6,758176.297,26858.74,26271.840000000004,26665.586666666666,27289.390000000003,26447.575,27864.28098202312,25030.869017976882
2023-06-21,28290.7,30822.0,28236.4,29988.5,1123474.427,27589.24,26679.7,26770.530000000002,27325.745000000003,26606.734999999997,28701.43420348962,24512.035796510372
2023-06-22,29988.5,30488.0,29500.1,29875.0,561051.742,28262.460000000003,27077.72,26859.366666666665,27364.06166666667,26739.095,29264.3385426905,24213.8514573095
2023-06-23,29875.0,31500.0,29792.0,30673.4,699073.071,29131.2,27553.26,27004.686666666665,27416.993333333336,26920.02,29973.169870936577,23866.870129063424
2023-06-24,30673.5,30796.5,30222.0,30524.2,279539.288,29870.340000000004,28094.090000000004,27140.1,27454.284999999996,27091.110000000004,30525.641581395063,23656.578418604946
2023-06-25,30524.2,31053.2,30252.6,30458.0,301533.154,30303.82,28581.28,27265.70333333333,27488.653333333332,27328.275,30996.967817816723,23659.58218218328
2023-06-26,30458.0,30667.3,29890.1,30260.1,415099.356,30358.140000000003,28973.690000000002,27379.653333333332,27502.005,27480.204999999998,31363.993804492333,23596.416195507663
