timestamp,open,high,low,close,volume
2025-05-05 08:00:00,94696.4,94726.8,93835.0,93986.0,18035.166
2025-05-05 12:00:00,93986.1,94501.0,93559.6,93726.0,37424.134
2025-05-05 16:00:00,93726.0,94871.8,93705.3,94295.5,24018.27
2025-05-05 20:00:00,94295.2,95165.1,93814.2,94696.7,21369.828
2025-05-06 00:00:00,94696.7,94893.3,93961.0,94418.3,16000.398
2025-05-06 04:00:00,94418.4,94600.0,94267.0,94350.0,8862.333
2025-05-06 08:00:00,94350.0,94354.6,93662.2,93770.3,23699.819
2025-05-06 12:00:00,93770.3,94697.2,93327.0,94513.2,48631.997
2025-05-06 16:00:00,94513.2,95119.9,94145.4,94910.8,27227.515
2025-05-06 20:00:00,94910.8,96879.5,94400.0,96798.9,49261.004
2025-05-07 00:00:00,96798.9,97700.0,96153.2,96453.8,49252.243
2025-05-07 04:00:00,96453.8,96963.0,96268.0,96940.0,15114.534
2025-05-07 08:00:00,96940.0,97077.6,96783.0,97000.0,14368.674
2025-05-07 12:00:00,97000.0,97446.8,96655.2,96889.0,34956.983
2025-05-07 16:00:00,96889.0,96916.5,95718.5,96124.6,48429.239
2025-05-07 20:00:00,96124.5,97363.8,96015.1,96988.4,23145.469
2025-05-08 00:00:00,96988.4,99199.9,96831.5,99097.9,60617.723
2025-05-08 04:00:00,99098.0,99374.3,98680.1,99212.0,32945.558
2025-05-08 08:00:00,99212.1,99863.3,99165.2,99369.8,31717.498
2025-05-08 12:00:00,99369.9,101493.2,99050.1,100730.8,83079.999
2025-05-08 16:00:00,100730.9,101686.7,100550.0,101254.2,44847.125
2025-05-08 20:00:00,101254.3,104305.3,101231.7,103228.1,64214.566
2025-05-09 00:00:00,103228.0,103228.1,102327.9,102419.5,24344.001
2025-05-09 04:00:00,102419.5,104373.0,102345.7,103597.4,31095.632
2025-05-09 08:00:00,103597.4,103920.0,102376.5,102914.5,46422.104
2025-05-09 12:00:00,102914.5,103746.8,102358.0,102852.9,38682.86
2025-05-09 16:00:00,102853.0,103336.1,102240.0,103145.5,23424.037
2025-05-09 20:00:00,103145.5,103366.0,102700.0,102941.9,8915.288
2025-05-10 00:00:00,102941.9,103232.0,102784.0,103179.4,9036.731
2025-05-10 04:00:00,103179.3,104085.0,102997.3,103721.7,18134.111
2025-05-10 08:00:00,103721.7,104066.2,103311.0,103374.6,18529.911
2025-05-10 12:00:00,103374.7,103781.1,103038.7,103102.6,13607.261
2025-05-10 16:00:00,103102.6,103589.0,102940.0,103148.6,14747.802
2025-05-10 20:00:00,103148.7,105000.1,103016.2,104788.8,30328.721
2025-05-11 00:00:00,104788.8,104950.0,103406.3,103947.8,27276.827
2025-05-11 04:00:00,103947.8,104363.9,103283.3,103327.9,18978.685
2025-05-11 08:00:00,103327.8,104750.0,103321.0,104613.7,24045.282
2025-05-11 12:00:00,104613.7,104873.5,103726.6,104083.0,30912.963
2025-05-11 16:00:00,104082.9,104800.0,103691.9,104373.8,20721.626
2025-05-11 20:00:00,104373.8,104526.3,103502.4,104072.7,17201.038
2025-05-12 00:00:00,104072.7,105190.4,103664.8,104064.0,30422.81
2025-05-12 04:00:00,104064.0,105863.1,103696.3,104426.2,52152.229
2025-05-12 08:00:00,104426.3,104684.0,103550.0,103705.1,27636.31
2025-05-12 12:00:00,103705.0,104620.1,102345.0,102481.7,70155.841
2025-05-12 16:00:00,102481.8,103040.8,100678.0,101812.8,55847.607
2025-05-12 20:00:00,101812.9,103080.9,101728.3,102739.3,20327.902
2025-05-13 00:00:00,102739.3,102743.9,101400.0,101681.3,25611.921
2025-05-13 04:00:00,101681.3,102900.0,101580.4,102624.0,18458.159
2025-05-13 08:00:00,102624.0,103778.9,102507.6,103685.5,22686.973
2025-05-13 12:00:00,103685.5,103930.1,102762.9,103633.1,44843.029
2025-05-13 16:00:00,103633.0,104949.2,103488.2,104744.7,35688.452
2025-05-13 20:00:00,104744.7,104889.2,103795.5,104082.0,15079.794
2025-05-14 00:00:00,104082.0,104086.5,103409.0,103549.2,16919.418
2025-05-14 04:00:00,103549.1,103949.6,103314.0,103662.2,13321.09
2025-05-14 08:00:00,103662.2,104109.6,102815.0,103903.4,29067.801
2025-05-14 12:00:00,103903.3,104319.0,102773.4,103461.4,39994.122
2025-05-14 16:00:00,103461.3,103675.0,102536.0,103278.7,20724.08
2025-05-14 20:00:00,103278.8,103626.5,103248.9,103458.1,6237.586
2025-05-15 00:00:00,103458.1,103820.0,102663.5,102706.1,16572.907
2025-05-15 04:00:00,102706.0,102926.2,101677.0,101733.9,23248.87
2025-05-15 08:00:00,101734.0,102398.7,101433.0,102335.3,26222.22
2025-05-15 12:00:00,102335.3,103242.0,101270.8,103211.2,48382.314
2025-05-15 16:00:00,103211.2,104162.8,102500.0,103107.0,40544.155
2025-05-15 20:00:00,103107.1,103939.8,102662.0,103714.5,21373.64
2025-05-16 00:00:00,103714.2,104440.1,103414.8,103979.0,22492.546
2025-05-16 04:00:00,103979.1,104150.0,103640.0,103646.6,14442.576
2025-05-16 08:00:00,103646.5,103872.9,103062.3,103614.5,21526.35
2025-05-16 12:00:00,103614.6,104258.7,103300.0,104144.0,26264.535
2025-05-16 16:00:00,104144.0,104524.2,103533.2,103974.3,20926.27
2025-05-16 20:00:00,103974.3,103991.7,103361.6,103412.2,9860.772
2025-05-17 00:00:00,103412.2,103564.7,102541.6,103464.7,26575.089
2025-05-17 04:00:00,103464.6,103658.0,103239.6,103399.4,10427.045
2025-05-17 08:00:00,103399.5,103524.7,102705.0,102944.2,22486.468
2025-05-17 12:00:00,102944.1,103132.3,102591.0,102900.0,11160.074
2025-05-17 16:00:00,102900.1,103305.8,102706.6,103100.1,10946.644
2025-05-17 20:00:00,103100.1,103458.6,102851.5,103079.6,8777.349
2025-05-18 00:00:00,103079.5,103380.8,103052.2,103244.2,6439.874
2025-05-18 04:00:00,103244.3,103949.6,103244.3,103893.0,13111.12
2025-05-18 08:00:00,103893.0,104066.1,103754.4,103769.0,12871.838
2025-05-18 12:00:00,103769.0,105665.3,103660.7,105484.2,41829.124
2025-05-18 16:00:00,105484.2,105999.7,103800.0,103834.0,49587.471
2025-05-18 20:00:00,103834.1,106629.8,103217.2,106407.6,49384.857
2025-05-19 00:00:00,106407.5,107114.3,103502.4,103569.4,51326.874
2025-05-19 04:00:00,103569.5,103739.2,102038.8,103167.0,57011.12
2025-05-19 08:00:00,103167.1,103359.5,102732.8,102912.0,20571.05
2025-05-19 12:00:00,102912.1,104920.2,102088.9,104740.4,60679.364
2025-05-19 16:00:00,104740.5,105519.8,104426.8,105457.8,47160.881
2025-05-19 20:00:00,105457.9,105798.5,104982.0,105531.6,21076.315
2025-05-20 00:00:00,105531.5,106800.0,105480.1,105720.0,42632.84
2025-05-20 04:00:00,105720.0,106371.3,104868.5,104980.1,27220.608
2025-05-20 08:00:00,104980.1,105371.7,104808.6,105159.2,20790.139
2025-05-20 12:00:00,105159.3,105357.6,104115.2,105294.5,41453.456
2025-05-20 16:00:00,105294.5,105474.2,105028.4,105187.4,3735.487
